,Time,PnL
115,1524700800,7.028583323266641
116,1524787200,10.506729245602523
117,1524873600,11.95795624505032
118,1524960000,5.7132767684870895
119,1525046400,1.8476851899798659
120,1525132800,9.677556967569911
121,1525219200,4.379514701424296
122,1525305600,8.070234609191871
123,1525392000,4.098183542345825
124,1525478400,2.1299641786145753
125,1525564800,-0.2526416021698462
126,1525651200,-1.0345301118110768
127,1525737600,4.044505638338332
128,1525824000,4.271222319189379
129,1525910400,2.998731440446811
130,1525996800,2.524738833057591
131,1526083200,2.8917813230139124
132,1526169600,1.1307503005430932
133,1526256000,0.1339316486561054
134,1526342400,3.5326775379641546
135,1526428800,3.0881378890822417
136,1526515200,3.347008748924691
137,1526601600,3.962302304433581
138,1526688000,4.698606892481339
139,1526774400,2.3623957759969394
140,1526860800,1.6574411629506336
141,1526947200,3.9475503454948226
142,1527033600,5.068021985806098
143,1527120000,3.8037922799409287
144,1527206400,3.500017946347612
145,1527292800,4.378579465341296
146,1527379200,1.1645378296163384
147,1527465600,0.9295563301998107
148,1527552000,0.3326922216637282
149,1527638400,2.227827603806636
150,1527724800,3.6733524427453212
151,1527811200,3.4759324086454626
152,1527897600,4.111399984792119
153,1527984000,0.7632269285528768
154,1528070400,0.48115765096328506
155,1528156800,3.058301123716327
156,1528243200,3.002067266755938
157,1528329600,4.756560753069946
158,1528416000,4.099192799286509
159,1528502400,4.809955077957803
160,1528588800,2.592231882740228
161,1528675200,2.4163396317527384
162,1528761600,4.824636540054972
163,1528848000,5.990349074092761
164,1528934400,6.354984208706511
165,1529020800,6.3383102856274425
166,1529107200,5.410252608039405
167,1529193600,3.297503860083284
168,1529280000,2.3697136381076627
169,1529366400,4.46028962384004
170,1529452800,3.7953005759805216
171,1529539200,6.076564774217406
172,1529625600,5.307990735272526
173,1529712000,5.308574838289448
174,1529798400,1.3669130300732044
175,1529884800,0.6722851228587815
176,1529971200,1.9929793855648368
177,1530057600,2.707057576869372
178,1530144000,2.7255639994018144
179,1530230400,1.5034558640937645
180,1530316800,2.1200791194842106
181,1530403200,0.07062131065995957
182,1530489600,0.06499365073008846
183,1530576000,0.6024283640945305
184,1530662400,1.312743888406052
185,1530748800,0.4659187472098549
186,1530835200,1.637083849688807
187,1530921600,2.654279234815538
188,1531008000,1.660017692378337
189,1531094400,1.2558800571251538
190,1531180800,4.388313721252128
191,1531267200,5.679321328354161
192,1531353600,4.218753120847474
193,1531440000,3.960823774138016
194,1531526400,4.78032471515695
195,1531612800,1.8257834102266572
196,1531699200,1.0160903542270234
197,1531785600,2.867468181320114
198,1531872000,3.3822741345562486
199,1531958400,4.447921009597035
200,1532044800,5.046566480570142
201,1532131200,5.658015684905132
202,1532217600,2.769713453160402
203,1532304000,1.6442196839650831
204,1532390400,4.146456288346888
205,1532476800,5.735355127142106
206,1532563200,4.6017907884191604
207,1532649600,5.832999908188423
208,1532736000,6.983868893985485
209,1532822400,3.123608941153399
210,1532908800,2.623119799269485
211,1532995200,4.7629467626486015
212,1533081600,6.228876961553533
213,1533168000,6.484865382263207
214,1533254400,4.980983021515444
215,1533340800,5.501449653109426
216,1533427200,3.0491324989145325
217,1533513600,2.463719533979889
218,1533600000,4.5096792794692995
219,1533686400,6.016837535178248
220,1533772800,6.125291777129909
221,1533859200,6.945843193946753
222,1533945600,6.623932722677806
223,1534032000,2.1833562171479706
224,1534118400,1.7780418362161436
225,1534204800,3.6135743785893264
226,1534291200,5.211936162372664
227,1534377600,3.1760343627844367
228,1534464000,2.7308869804464764
229,1534550400,2.8379731045777192
230,1534636800,1.1842278878742933
231,1534723200,1.1531693836692967
232,1534809600,2.946896569786273
233,1534896000,4.0891370333286945
234,1534982400,6.165569583980401
235,1535068800,6.45969002343058
236,1535155200,5.148293958860578
237,1535241600,3.6753557712801705
238,1535328000,3.3007777654578296
239,1535414400,7.0229649856715
240,1535500800,7.94452373856499
241,1535587200,10.494026021570718
242,1535673600,11.309590140699418
243,1535760000,13.040846729914383
244,1535846400,7.261507878929191
245,1535932800,4.807716113689423
246,1536019200,3.590134742003955
247,1536105600,8.912365120391323
248,1536192000,9.548636168173491
249,1536278400,10.286560032612812
250,1536364800,9.059037829663795
251,1536451200,4.771406737505787
252,1536537600,3.4583302792960366
253,1536624000,7.241683445681257
254,1536710400,7.334262564336761
255,1536796800,7.628516320931839
256,1536883200,8.06919475224885
257,1536969600,7.462794939772837
258,1537056000,3.2421833422764967
259,1537142400,2.783234645399383
260,1537228800,5.69927472218648
261,1537315200,5.612269215025504
262,1537401600,7.361390453520765
263,1537488000,11.122508674709941
264,1537574400,15.289854734007342
265,1537660800,6.948130833090082
266,1537747200,5.29034069742013
267,1537833600,11.022528941285291
268,1537920000,11.53442951332596
269,1538006400,10.349095069043331
270,1538092800,10.149810155347017
271,1538179200,9.54459818548039
272,1538265600,5.524163050606111
273,1538352000,3.498354550648439
274,1538438400,8.189017331101562
275,1538524800,7.387497209819126
276,1538611200,9.119955551410209
277,1538697600,10.779249822306882
278,1538784000,8.96528432388827
279,1538870400,4.610059939136431
280,1538956800,3.7665130939730367
281,1539043200,6.775583519081402
282,1539129600,10.284508814677565
283,1539216000,11.406831721327976
284,1539302400,6.3575554191775145
285,1539388800,3.977503153681332
286,1539475200,1.8502513940243392
287,1539561600,1.5257294250477502
288,1539648000,4.159498772811271
289,1539734400,6.8678653618656895
290,1539820800,9.659203400870442
291,1539907200,9.576684589057596
292,1539993600,8.807965968010924
293,1540080000,3.60069336814272
294,1540166400,1.7725920340929202
295,1540252800,4.639592362037188
296,1540339200,5.241653551914578
297,1540425600,5.220039240965627
298,1540512000,5.037853780331509
299,1540598400,3.4455132841714744
300,1540684800,1.1692113752641722
301,1540771200,0.7116298029622056
302,1540857600,4.250623596536355
303,1540944000,4.58112223024757
304,1541030400,7.383590203401239
305,1541116800,10.549057950976207
306,1541203200,17.22721900770695
307,1541289600,4.5633788756168245
308,1541376000,3.223340342512515
309,1541462400,13.603449377261304
310,1541548800,15.609504337230277
311,1541635200,25.85047646212327
312,1541721600,35.592083553893865
313,1541808000,31.56556428803556
314,1541894400,13.45514271418794
315,1541980800,10.330570491142712
316,1542067200,16.88189707033545
317,1542153600,20.29734916024243
318,1542240000,23.003439974797185
319,1542326400,20.365561001521275
320,1542412800,30.01928766190025
321,1542499200,15.605829098142351
322,1542585600,5.423958105015066
323,1542672000,23.004354478169905
324,1542758400,12.227782276349444
325,1542844800,12.30459889956372
326,1542931200,7.704076554617833
327,1543017600,11.852950443886508
328,1543104000,8.203093669500783
329,1543190400,7.035215523718843
330,1543276800,15.826219728068969
331,1543363200,14.085904285301854
332,1543449600,17.747837756915633
333,1543536000,25.979470975638367
334,1543622400,31.337212993522495
335,1543708800,28.148492769343793
336,1543795200,12.328568502108785
337,1543881600,40.79346387506195
338,1543968000,31.622620277643687
339,1544054400,8.228443168575202
340,1544140800,12.147435195090086
341,1544227200,15.390191713767962
342,1544313600,5.177454383966101
343,1544400000,3.8517781732907865
344,1544486400,7.077236296516193
345,1544572800,9.462198361696803
346,1544659200,14.591820564509002
347,1544745600,13.881918902884962
348,1544832000,11.176034753030573
349,1544918400,2.8556106116799427
350,1545004800,2.0943382370883223
351,1545091200,6.043383115621316
352,1545177600,6.395101578815077
353,1545264000,8.879923238914726
354,1545350400,6.18182409375905
355,1545436800,5.780883890522617
356,1545523200,1.8593120615986873
357,1545609600,1.1491862328859963
358,1545696000,2.6514771408782885
359,1545782400,1.003848142964706
360,1545868800,3.364539416713793
361,1545955200,3.18374372623555
362,1546041600,5.575127876370659
363,1546128000,1.754871426829899
364,1546214400,0.8646753132784848
365,1546300800,5.134674597777181
366,1546387200,0.9324787618572901
367,1546473600,6.672245934993016
368,1546560000,0.48467172918629103
369,1546646400,0.09962173479695846
370,1546732800,-2.2308998296646076
371,1546819200,-1.012629471744989
372,1546905600,8.12681589274523
373,1546992000,9.83406423790429
374,1547078400,17.21963751204573
375,1547164800,13.124854578408105
376,1547251200,13.246546569368196
377,1547337600,-1.941637328666944
378,1547424000,-4.998712241401732
379,1547510400,5.740696705884097
380,1547596800,2.58170821032425
381,1547683200,9.901699814208026
382,1547769600,9.032018102658597
383,1547856000,31.598391415723267
384,1547942400,2.5960824674146403
385,1548028800,-3.358663085934129
386,1548115200,-4.200625315374945
387,1548201600,15.934631697395057
388,1548288000,7.678073483071542
389,1548374400,0.26563189498726913
390,1548460800,9.717519685183573
391,1548547200,-2.5818119193136018
392,1548633600,-3.6069192245631934
393,1548720000,4.323412934846867
394,1548806400,2.4913399093794593
395,1548892800,1.3140208545238443
396,1548979200,4.3226598554259
397,1549065600,3.1784727829515194
398,1549152000,-0.2234239075614704
399,1549238400,-0.08030219800399871
400,1549324800,2.4090373085528016
401,1549411200,3.442687831870941
402,1549497600,2.393005765966892
403,1549584000,0.24841595519772725
404,1549670400,-0.3584266846600652
405,1549756800,-1.0427174333832403
406,1549843200,-0.6725156550495636
407,1549929600,-0.01594195334603215
408,1550016000,0.39659777140118685
409,1550102400,0.9139566708715058
410,1550188800,0.5039390619856337
411,1550275200,1.16437337888769
412,1550361600,0.5835000769201756
413,1550448000,0.45835338524461916
414,1550534400,0.3932559286335662
415,1550620800,1.6182916137173018
416,1550707200,3.1418205399582786
417,1550793600,2.627746599644862
418,1550880000,2.656722619815729
419,1550966400,1.2805198206925466
420,1551052800,0.9670020596671423
421,1551139200,3.387597348676291
422,1551225600,3.9309635504760383
423,1551312000,3.944182633564368
424,1551398400,3.0788565586021575
425,1551484800,3.0353539537834457
426,1551571200,1.2701725322193822
427,1551657600,1.0502453798751188
428,1551744000,2.02051738154551
429,1551830400,1.8987917987760197
430,1551916800,1.6069757865577488
431,1552003200,1.0473171328557467
432,1552089600,0.7091424105921433
433,1552176000,0.21502980573473932
434,1552262400,0.10924315340415364
435,1552348800,0.6664553854499471
436,1552435200,0.9418230938170501
437,1552521600,2.392830685052979
438,1552608000,2.2963108002005015
439,1552694400,1.6825411835770345
440,1552780800,0.6029553758207864
441,1552867200,0.5806420996309404
442,1552953600,1.7470772291642112
443,1553040000,2.5788941696889394
444,1553126400,2.2745810959556008
445,1553212800,3.4599073508743854
446,1553299200,1.6872272462071956
447,1553385600,0.5010981125902431
448,1553472000,0.2807991575984321
449,1553558400,0.6960879838709311
450,1553644800,1.1010982956084985
451,1553731200,1.0184215610588887
452,1553817600,0.6328244369053488
453,1553904000,0.9297507174540264
454,1553990400,0.3534414680469201
455,1554076800,0.14314041473296454
456,1554163200,1.1408073218370418
457,1554249600,1.459412117893599
458,1554336000,1.551114886649975
459,1554422400,1.7982686346048304
460,1554508800,3.494220896312773
461,1554595200,1.9124851107635774
462,1554681600,0.7551953615417678
463,1554768000,4.58750684662352
464,1554854400,4.198023411244797
465,1554940800,4.691378920055115
466,1555027200,5.479988595157435
467,1555113600,6.660850067588116
468,1555200000,2.585417486200139
469,1555286400,1.7769528909890653
470,1555372800,4.286778710183392
471,1555459200,5.353160755812632
472,1555545600,5.452690054737144
473,1555632000,5.106459337833936
474,1555718400,1.851835029551357
475,1555804800,1.535115165333263
476,1555891200,1.3720779671666854
477,1555977600,2.289838241746038
478,1556064000,3.3345142279021887
479,1556150400,4.731809098527271
480,1556236800,4.171898864153199
481,1556323200,4.134080067994797
482,1556409600,2.5708350326489913
483,1556496000,1.8256100254387015
484,1556582400,4.418719721664115
485,1556668800,5.472615449128643
486,1556755200,7.020443140289254
487,1556841600,5.204254778846676
488,1556928000,7.827668727807339
489,1557014400,4.8790150521371025
490,1557100800,2.8357647613649988
491,1557187200,7.892937682871932
492,1557273600,6.798546209339865
493,1557360000,7.577346122021573
494,1557446400,5.784847584028762
495,1557532800,5.552967341184373
496,1557619200,1.816210932983857
497,1557705600,1.1358399748646821
498,1557792000,2.7436246832363227
499,1557878400,2.5124745560091606
500,1557964800,3.248365695751145
501,1558051200,5.382008143513324
502,1558137600,5.1343175759308
503,1558224000,1.6947197414402582
504,1558310400,1.3061326094374779
505,1558396800,2.386556233164865
506,1558483200,4.528846995854458
507,1558569600,5.676762468108538
508,1558656000,3.2708846797387734
509,1558742400,4.33549768785728
510,1558828800,2.1652201188184486
511,1558915200,0.9381125745124795
512,1559001600,0.5685390773397193
513,1559088000,3.868901034363147
514,1559174400,2.7743168142231784
515,1559260800,3.557866396703644
516,1559347200,2.1748954706643118
517,1559433600,0.20421576995751642
518,1559520000,0.14984956057125912
519,1559606400,2.0524107191999117
520,1559692800,3.6975306891631194
521,1559779200,4.4539067378212005
522,1559865600,2.570144529690796
523,1559952000,3.2406578865221434
524,1560038400,0.600803467251476
525,1560124800,0.2597779613274543
526,1560211200,4.679418621249577
527,1560297600,7.871189714134001
528,1560384000,4.531939182036078
529,1560470400,6.051908020526384
530,1560556800,4.67932151916712
531,1560643200,0.0369923818695213
532,1560729600,0.4764824135037943
533,1560816000,2.5574782571762307
534,1560902400,6.78282939560682
535,1560988800,6.946942823228191
536,1561075200,15.923945552839255
537,1561161600,12.885514549629269
538,1561248000,3.1532670727525236
539,1561334400,-0.35778738989184217
540,1561420800,6.71928519408775
541,1561507200,3.6502857067237047
542,1561593600,1.5223544182882145
543,1561680000,1.551756723630167
544,1561766400,7.717993510788313
545,1561852800,5.535479137548353
546,1561939200,2.8681402368361746
547,1562025600,17.22041165018765
548,1562112000,11.743080374678753
549,1562198400,11.791306718699117
550,1562284800,6.27571542805844
551,1562371200,10.5012009666083
552,1562457600,4.974832042649202
553,1562544000,3.4882631290807926
554,1562630400,10.016545998557039
555,1562716800,8.906467879893377
556,1562803200,11.311567461819951
557,1562889600,10.24017763319419
558,1562976000,11.939549995914534
559,1563062400,5.705514402693879
560,1563148800,4.650980955233307
561,1563235200,8.498351632806035
562,1563321600,9.397084236310011
563,1563408000,8.283200453881609
564,1563494400,6.918089640121051
565,1563580800,6.869080873998135
566,1563667200,3.141893145489797
567,1563753600,2.4280010028094865
568,1563840000,5.16127443992349
569,1563926400,4.8818460954078615
570,1564012800,7.079181126306924
571,1564099200,7.003249453553358
572,1564185600,7.88528905752567
573,1564272000,4.790857469389271
574,1564358400,3.358542940734095
575,1564444800,6.928899766606392
576,1564531200,7.1853919919324545
577,1564617600,12.569082330193831
578,1564704000,11.372836465986088
579,1564790400,8.013638724895175
580,1564876800,1.349400601071552
581,1564963200,0.7908573247441156
582,1565049600,2.6458585918340747
583,1565136000,2.549317997370441
584,1565222400,3.0733400606732846
585,1565308800,5.285935741795702
586,1565395200,5.590246475184435
587,1565481600,1.647306777313477
588,1565568000,1.2997442761040847
589,1565654400,3.7779232217080327
590,1565740800,5.701712354679534
591,1565827200,3.717845249312378
592,1565913600,2.3114771396690568
593,1566000000,2.896774588420832
594,1566086400,1.2476503723224568
595,1566172800,0.7722044968485264
596,1566259200,5.366689496734576
597,1566345600,6.023275079446585
598,1566432000,7.312345894970649
599,1566518400,11.073554201021338
600,1566604800,6.783548070207047
601,1566691200,1.712123148533466
602,1566777600,0.33950250567937107
603,1566864000,3.5741454280036873
604,1566950400,3.55270322348809
605,1567036800,3.081072552889531
606,1567123200,6.0834262819715015
607,1567209600,8.194283076143321
608,1567296000,-0.3762331366008698
609,1567382400,-0.7459168762569945
610,1567468800,-0.7237565357112473
611,1567555200,2.222959716387241
612,1567641600,-0.06359180902764522
613,1567728000,1.9641546365069962
614,1567814400,-2.3278789081489046
615,1567900800,-5.966904251285631
616,1567987200,-2.795487293243712
617,1568073600,-1.8011314821245201
618,1568160000,0.14983930452417188
619,1568246400,11.666603506719927
620,1568332800,13.558530986470592
621,1568419200,18.799728782015
622,1568505600,12.201952716642364
623,1568592000,8.242210752275952
624,1568678400,19.57750249730463
625,1568764800,20.953848935983725
626,1568851200,17.707084865605044
627,1568937600,18.655475168311575
628,1569024000,19.70982860054684
629,1569110400,11.211117284901663
630,1569196800,6.44724345743993
631,1569283200,14.14592386807955
632,1569369600,14.087426497974679
633,1569456000,12.518529832129925
634,1569542400,11.65781066360164
635,1569628800,10.488164940220349
636,1569715200,5.951129450607087
637,1569801600,3.8647454485533257
638,1569888000,6.1284368949371775
639,1569974400,7.886002310357227
640,1570060800,3.43828401664972
641,1570147200,2.7273987518274523
642,1570233600,2.8608164377735523
643,1570320000,1.5619509267767167
644,1570406400,0.41919436154460255
645,1570492800,3.3945432784193867
646,1570579200,2.668110417834195
647,1570665600,2.255553836376433
648,1570752000,0.9733192922890608
649,1570838400,2.9647109726750105
650,1570924800,0.7540538413897063
651,1571011200,0.36463505258075235
652,1571097600,1.8862073887165371
653,1571184000,3.2995164490065467
654,1571270400,3.022992510222002
655,1571356800,5.6253054928899395
656,1571443200,3.5956031360249545
657,1571529600,1.2352028519371123
658,1571616000,0.5202173505724826
659,1571702400,3.261497685703266
660,1571788800,4.501255735216022
661,1571875200,4.235568202901848
662,1571961600,3.722242747647701
663,1572048000,4.3960320146586005
664,1572134400,1.623197998702938
665,1572220800,1.010204424871896
666,1572307200,6.661346441827794
667,1572393600,7.749820978742439
668,1572480000,7.122326199984624
669,1572566400,2.9766375527852103
670,1572652800,4.964736712494725
671,1572739200,1.867586778205921
672,1572825600,1.2431377516377986
673,1572912000,7.508010503027314
674,1572998400,10.406092857162891
675,1573084800,8.31018780169155
676,1573171200,7.508783516210031
677,1573257600,6.146979619819522
678,1573344000,1.5550583654305896
679,1573430400,1.005797896968691
680,1573516800,3.661324425008483
681,1573603200,4.603132089377235
682,1573689600,3.593473851535854
683,1573776000,3.1614501774571355
684,1573862400,4.300132264403411
685,1573948800,0.9974072652159591
686,1574035200,0.6675764441775385
687,1574121600,2.6640762205878006
688,1574208000,2.61704349435898
689,1574294400,3.8028585909630848
690,1574380800,2.4744014408039963
691,1574467200,1.6047054280354196
692,1574553600,0.16881931383341486
693,1574640000,0.10947194868445058
694,1574726400,2.36304971147276
695,1574812800,2.534236950535815
696,1574899200,2.507282803606796
697,1574985600,1.3891378650856145
698,1575072000,3.288862364219782
699,1575158400,0.3926332312445947
700,1575244800,0.035700161188973636
701,1575331200,3.4065880716054417
702,1575417600,1.7850790775131573
703,1575504000,2.294693344394379
704,1575590400,2.1222452280572544
705,1575676800,2.4465143478994875
706,1575763200,-0.052196222232291575
707,1575849600,-0.4614326353142379
708,1575936000,2.005641376079313
709,1576022400,1.968160916582025
710,1576108800,1.6704289543422617
711,1576195200,3.2368726754447685
712,1576281600,2.19219133669824
713,1576368000,-0.6334568329174187
714,1576454400,-1.0296684242983787
715,1576540800,2.754790643618118
716,1576627200,2.0363344638167487
717,1576713600,2.5243108371392187
718,1576800000,3.7754625468212937
719,1576886400,3.9968307827784253
720,1576972800,0.050667900583882715
721,1577059200,0.17377981700912476
722,1577145600,2.883347156351576
723,1577232000,3.4593609636189506
724,1577318400,1.3555535459880592
725,1577404800,4.244063589056015
726,1577491200,3.5122709666201155
727,1577577600,0.6480448096717659
728,1577664000,0.4856645601523152
729,1577750400,2.8637898300209956
730,1577836800,3.7156633479183454
731,1577923200,1.1027582860055185
732,1578009600,4.894855256804959
733,1578096000,4.322743756272071
734,1578182400,1.3507086619953925
735,1578268800,0.8745371473507247
736,1578355200,3.834522037545269
737,1578441600,4.604219104339724
738,1578528000,3.516627839600473
739,1578614400,2.8187006968273436
740,1578700800,2.9910040731626437
741,1578787200,0.6631555325323235
742,1578873600,0.416534663906613
743,1578960000,2.596158855506443
744,1579046400,2.385673811534929
745,1579132800,3.110847796223223
746,1579219200,4.022881168673601
747,1579305600,5.961665313557636
748,1579392000,2.538089924940996
749,1579478400,1.9803355491060084
750,1579564800,1.350616553599332
751,1579651200,3.777587060391484
752,1579737600,4.238975709688278
753,1579824000,4.352511700763275
754,1579910400,5.153160658249209
755,1579996800,1.8757112376012566
756,1580083200,1.4453630448473385
757,1580169600,2.522261146799706
758,1580256000,2.354274225945936
759,1580342400,2.8748671296251853
760,1580428800,2.4889281156177563
761,1580515200,1.69089257271861
762,1580601600,0.529247738877066
763,1580688000,0.5470638362228505
764,1580774400,1.2553299609012076
765,1580860800,2.0374955263630854
766,1580947200,3.9216981806847455
767,1581033600,6.5186659789979915
768,1581120000,3.855586512314727
769,1581206400,2.0345928513154745
770,1581292800,1.7327028567821297
771,1581379200,2.531369830408401
772,1581465600,4.436327720509268
773,1581552000,6.169572651401292
774,1581638400,6.3540204984515
775,1581724800,7.0297356410160985
776,1581811200,4.101705163213017
777,1581897600,3.627773257553582
778,1581984000,3.0533721585215665
779,1582070400,4.344667667349429
780,1582156800,5.678369562889809
781,1582243200,8.446405575201307
782,1582329600,11.520981530708303
783,1582416000,3.6290930327580524
784,1582502400,1.1839872468093913
785,1582588800,3.974584819985416
786,1582675200,4.071916647001744
787,1582761600,3.4403726108821195
788,1582848000,2.7831343454055792
789,1582934400,1.8096935126606937
790,1583020800,0.4634213313885122
791,1583107200,0.29263575100869943
792,1583193600,2.9689010362737536
793,1583280000,4.1676595919332495
794,1583366400,5.99097631782593
795,1583452800,5.781438271881958
796,1583539200,3.429716728999662
797,1583625600,0.7850985615921862
798,1583712000,0.44872485903277126
799,1583798400,1.6911859355527517
800,1583884800,2.487885370223213
801,1583971200,1.8163297900221602
802,1584057600,1.4094725932460235
803,1584144000,1.3551747434045238
804,1584230400,0.4915673895895576
805,1584316800,0.4274732394685699
806,1584403200,1.210217052459909
807,1584489600,4.310663831091574
808,1584576000,3.393906507087047
809,1584662400,3.5088863994754735
810,1584748800,2.847283172050203
811,1584835200,1.2172463224435095
812,1584921600,0.8005658752694517
813,1585008000,1.9189407061010688
814,1585094400,4.142128853057223
815,1585180800,6.748053250248984
816,1585267200,12.401881406380518
817,1585353600,9.033624298362788
818,1585440000,1.7908721723527843
819,1585526400,1.2008057472320126
820,1585612800,10.629060587863462
821,1585699200,18.127086184218303
822,1585785600,10.797391844811221
823,1585872000,11.048380368044112
824,1585958400,3.268159065182364
825,1586044800,0.49708489108511944
826,1586131200,0.7278142286854019
827,1586217600,8.678941317903984
828,1586304000,35.82845836301963
829,1586390400,5.749029406146982
830,1586476800,78.41262690790187
831,1586563200,6.611086210080381
832,1586649600,4.97723093550706
833,1586736000,1.4070271984768534
834,1586822400,43.697449351393004
835,1586908800,78.91387491137613
836,1586995200,59.18836250432436
837,1587081600,24.723748714991345
838,1587168000,83.61525991763347
839,1587254400,22.40261644394534
840,1587340800,4.6791284482671935
841,1587427200,83.37151982270055
842,1587513600,23.653558450115575
843,1587600000,17.72965729360772
844,1587686400,22.119239061526656
845,1587772800,-24.264939679231347
846,1587859200,-8.804780615252708
847,1587945600,-0.4210947966860147
848,1588032000,-5.014034464696565
849,1588118400,-7.120684848965973
850,1588204800,41.750110395989765
851,1588291200,21.17879211690132
852,1588377600,13.981299629536256
853,1588464000,4.142012251401697
854,1588550400,1.9550943477420428
855,1588636800,4.710768694388888
856,1588723200,6.141324499056056
857,1588809600,4.084867478539695
858,1588896000,2.9985344060906036
859,1588982400,9.631250635532469
860,1589068800,1.8230716928869493
861,1589155200,1.1678573340213536
862,1589241600,8.880060089031774
863,1589328000,9.383809029108907
864,1589414400,7.394629812389186
865,1589500800,4.042441878604017
866,1589587200,0.7697363153658557
867,1589673600,0.8194788046628412
868,1589760000,0.5922268681482032
869,1589846400,7.81871432753184
870,1589932800,3.0293572186549036
871,1590019200,1.2865681764491124
872,1590105600,2.0096776365083704
873,1590192000,-3.130843038232198
874,1590278400,-0.4944257309381686
875,1590364800,0.1016786392547749
876,1590451200,0.14799677371226577
877,1590537600,-1.1931862796372796
878,1590624000,5.0790510068430335
879,1590710400,4.803544205028997
880,1590796800,2.9049983368907673
881,1590883200,0.5593744046350362
882,1590969600,0.26175426088989284
883,1591056000,0.8709946672027226
884,1591142400,-0.4062343243939175
885,1591228800,0.6086214013237399
886,1591315200,-1.638422400258666
887,1591401600,1.2055497648311466
888,1591488000,0.9739307983972985
889,1591574400,0.6126372806960145
890,1591660800,2.662990063097092
891,1591747200,2.043139611633889
892,1591833600,1.3714717578712228
893,1591920000,1.056677676130038
894,1592006400,1.0789441303536065
895,1592092800,0.23067293668871164
896,1592179200,0.19731129988388726
897,1592265600,0.3835764893348023
898,1592352000,3.782527579829131
899,1592438400,3.252480693734319
900,1592524800,1.7569457763960084
901,1592611200,1.4957910770152985
902,1592697600,0.5022030552599939
903,1592784000,0.4246135123563629
