,Time,PnL
0,1514764800,0.0
1,1514851200,0.0
2,1514937600,6.413331010808176
3,1515024000,7.065692550640668
4,1515110400,7.881438269540243
5,1515196800,7.702793798923408
6,1515283200,4.818627132256755
7,1515369600,3.6081271322567616
8,1515456000,6.804032977297881
9,1515542400,8.179391898800528
10,1515628800,10.608529240814917
11,1515715200,7.902535880318669
12,1515801600,5.067414093092252
13,1515888000,2.0897221739003555
14,1515974400,1.3352373254155128
15,1516060800,1.286192869871058
16,1516147200,3.6423787118159394
17,1516233600,4.740914610822391
18,1516320000,5.263649155196317
19,1516406400,6.628419964791625
20,1516492800,2.1301797687132087
21,1516579200,0.40979860743383095
22,1516665600,2.96086096605941
23,1516752000,2.3561786760707704
24,1516838400,0.758874612305214
25,1516924800,0.7767249630225936
26,1517011200,-0.27365767733372964
27,1517097600,-2.92854145708166
28,1517184000,-2.075774517923485
29,1517270400,-1.5070618604096726
30,1517356800,1.0422400930272464
31,1517443200,-3.8196214235038712
32,1517529600,-10.85564619104471
33,1517616000,-16.42167373377961
34,1517702400,-8.429285907553345
35,1517788800,-0.18570715395407855
36,1517875200,11.921005438268134
37,1517961600,35.463088538372006
38,1518048000,8.952550801403724
39,1518134400,10.118625105859476
40,1518220800,33.68814504887743
41,1518307200,12.189929139786486
42,1518393600,9.351124546761755
43,1518480000,18.56300766109412
44,1518566400,24.87789904614809
45,1518652800,21.985987986127217
46,1518739200,13.920407993029183
47,1518825600,8.894041433328825
48,1518912000,4.687622464226042
49,1518998400,2.669242105676652
50,1519084800,2.075062738088625
51,1519171200,7.7719040082506625
52,1519257600,7.355904538128577
53,1519344000,8.827441558359007
54,1519430400,9.383416963033767
55,1519516800,3.86570407497922
56,1519603200,2.1133866498320866
57,1519689600,4.200369343115538
58,1519776000,3.847941543303298
59,1519862400,6.3297118406021475
60,1519948800,12.283005876204832
61,1520035200,18.262872659363552
62,1520121600,7.674532605823999
63,1520208000,4.3184802505504685
64,1520294400,6.9602215901375395
65,1520380800,6.10793471581879
66,1520467200,4.536775762492177
67,1520553600,3.7473685256762197
68,1520640000,2.5080690048991094
69,1520726400,0.8085462513712268
70,1520812800,0.3634569025082954
71,1520899200,1.3242971933368737
72,1520985600,1.2002709335387296
73,1521072000,1.536903718232218
74,1521158400,2.437415561781864
75,1521244800,1.81467236916165
76,1521331200,0.5747791712746947
77,1521417600,0.38253985805034624
78,1521504000,2.6117270620228403
79,1521590400,2.673749159460595
80,1521676800,0.6262824698590472
81,1521763200,0.8568834205157972
82,1521849600,6.954224163918819
83,1521936000,2.805040366756721
84,1522022400,1.435587099147869
85,1522108800,7.753099780463011
86,1522195200,5.4727572913965234
87,1522281600,12.538158954260751
88,1522368000,7.882515260046041
89,1522454400,5.500913216882595
90,1522540800,4.5314024607593915
91,1522627200,3.736231950556518
92,1522713600,10.544724610433075
93,1522800000,14.032944938583814
94,1522886400,16.509881422599804
95,1522972800,7.865880764569389
96,1523059200,11.47344653322229
97,1523145600,7.657962738021277
98,1523232000,5.101968823833189
99,1523318400,9.648995478335815
100,1523404800,9.493613213090269
101,1523491200,8.814681771775756
102,1523577600,6.528702789945289
103,1523664000,7.9333863552763795
104,1523750400,5.6784305585773875
105,1523836800,2.8847349613068483
106,1523923200,6.899207464148249
107,1524009600,5.4581122829466775
108,1524096000,3.5831503336124166
109,1524182400,3.6115489322503063
110,1524268800,4.1838015086187115
111,1524355200,2.144880520910671
112,1524441600,1.667240371145369
113,1524528000,4.05424060314825
114,1524614400,4.443577739890929
