Date,Open,High,Low,Close,Volume,Ave Short,Ave Long 1,Ave Long 2,Ave Long 3,Der Daily Short,Der Daily Long 1,Der Daily Long 2,Der Daily Long 3,Der weekly Short,Der weekly Long 1,Der weekly Long 2,Der weekly Long 3
2019-01-02,17.447646039564138,18.457823285067796,17.30053117760562,18.153789520263672,7803700,,,,,,,,,,,,
2019-01-03,18.02628890896141,18.55589788387246,17.918407054201893,18.124364852905273,8359100,,,,,,,,,,,,
2019-01-04,18.477440296507933,20.14472598370666,18.418595469501895,19.94857406616211,10737800,18.74224281311035,,,,,,,,,,,
2019-01-07,20.52721791798055,20.59587052041236,19.772035549944416,20.056455612182617,12320700,19.37646484375,,,,0.6342220306396484,,,,,,,
2019-01-08,20.17414218995472,20.792019259305288,19.968184413933084,20.3016414642334,8463400,20.102223714192707,,,,0.7257588704427071,,,,,,,
2019-01-09,20.537027448696662,20.595872274271606,19.762229450946244,20.43895149230957,9685600,20.265682856241863,,,,0.16345914204915601,,,,,,,
2019-01-10,20.19376332219292,20.742986080424593,20.02703475104217,20.5860652923584,7419400,20.442219416300457,,,,0.17653656005859375,,,,,,,
2019-01-11,20.438951314638924,20.674332485535867,20.115301970825215,20.635103225708008,8024300,20.553373336791992,,,,0.11115392049153527,,,,0.3622261047363281,,,
2019-01-14,20.380107058047624,20.841061630081363,20.105494749019666,20.419336318969727,6607600,20.54683494567871,,,,-0.00653839111328125,,,,0.23407402038574218,,,
2019-01-15,20.45856673159593,20.693947900786892,19.546463531828927,19.80146026611328,9304300,20.28529993693034,,,,-0.2615350087483712,,,,0.036615244547526515,,,
2019-01-16,19.90934281960902,20.56644930775842,19.899536907367317,20.23299217224121,8014600,20.151262919108074,,,,-0.13403701782226562,,,,-0.02288398742675781,,,
2019-01-17,20.203568464454616,21.1156715950198,20.12510808067713,20.811635971069336,10811900,20.28202946980794,,,,0.13076655069986742,,,,-0.03203798929850308,,,
2019-01-18,20.84105946296869,21.32162955081409,20.5664471824957,21.08624839782715,8169100,20.71029218037923,,,,0.42826271057128906,,,,0.03138376871744768,,,
2019-01-22,20.713563200920632,20.742984677541127,19.987802266894757,20.468374252319336,10291400,20.788752873738606,,,,0.078460693359375,,,,0.04838358561197893,,,
2019-01-23,20.59587265641346,20.644909700195214,19.91915060249403,20.23299217224121,5986200,20.595871607462566,,,,-0.1928812662760393,,,,0.06211433410644531,,,
2019-01-24,20.076069799557786,20.517410641261325,19.968187937641606,20.311450958251953,7979100,20.337605794270832,,,,-0.25826581319173414,,,,0.03726857503255161,,,
2019-01-25,20.752794147904797,21.311824696881963,20.576257791250246,21.223556518554688,12634500,20.589333216349285,,,,0.2517274220784529,,,,0.061460749308268704,,,
2019-01-28,21.272594023402156,21.360862195873626,20.57625642619871,21.292207717895508,13084200,20.942405064900715,,,,0.3530718485514299,,,,0.046422576904296874,,,
2019-01-29,21.58643598589553,21.82181715999809,20.684140549847406,20.899906158447266,13159000,21.138556798299152,,,,0.1961517333984375,,,,0.06996078491210937,,,
2019-01-30,21.13528628411503,22.371038789835325,21.125480372493396,21.79239273071289,16396400,21.328168869018555,,,,0.18961207071940223,,,,0.14645945231119767,,,
2019-01-31,20.115298922538297,22.420075110437914,19.566076273675023,22.106233596801758,32882300,21.599510828653973,,,,0.27134195963541785,,,,0.25238100687662807,,,
2019-02-01,21.890466564929554,22.165078829847825,21.19413092728242,21.615856170654297,13058500,21.83816083272298,,,,0.23865000406900805,,,,0.2497655232747391,,,
2019-02-04,21.45893430762848,22.439690026582383,21.32162910558072,22.233732223510742,13516400,21.985273996988933,,,,0.1471131642659529,,,,0.2085737864176437,,,
2019-02-05,22.31219375242136,22.782956072748856,22.076812592257614,22.64565086364746,10970400,22.165079752604168,,,,0.17980575561523438,,,,0.20530459086100308,,,
2019-02-06,22.547573324310008,23.03795117443587,22.429883687839904,22.724109649658203,10242400,22.5344975789388,,,,0.36941782633463305,,,,0.24126574198404924,,,
2019-02-07,22.527956330518457,22.83199192514908,21.978733697040663,22.13565444946289,9424900,22.50180498758952,,,,-0.032692591349281486,,,,0.18045883178710936,,,
2019-02-08,21.978740446772505,22.20431386382331,21.096060475663293,21.5275936126709,10586000,22.129119237263996,,,,-0.3726857503255232,,,,0.058191680908203126,,,
2019-02-11,21.57662403512834,22.32199854445538,21.478548097203717,22.13565444946289,10005600,21.93296750386556,,,,-0.1961517333984375,,,,-0.010461298624674953,,,
2019-02-12,22.36173413281987,22.715590745406,22.224124061168204,22.42070960998535,7727200,22.02798589070638,,,,0.09501838684082031,,,,-0.027418772379557765,,,
2019-02-13,22.60746580689818,22.72541862732288,21.97838909742371,22.361732482910156,10046400,22.306032180786133,20.95748087565104,,,0.2780462900797538,,,,-0.045693079630533616,,,
2019-02-14,22.135656776205597,22.44036555237891,21.929239823135944,22.263437271118164,7058500,22.348626454671223,21.094469134012858,,,0.04259427388508996,0.13698825836181783,,,-0.030635706583659328,,,
2019-02-15,22.41087676276571,22.92200248932191,22.342071737036285,22.52882957458496,8098600,22.384666442871094,21.241284624735513,,,0.036039988199870976,0.14681549072265554,,,0.051109441121419505,,,
2019-02-19,22.61729423899023,23.157906774934695,22.37156092723431,22.636953353881836,8689900,22.476406733194988,21.330897267659505,,,0.09174029032389441,0.08961264292399207,,,0.1086878458658859,,,
